Files,Contact,Client,Site,Student,Status,Time,Money,Other,Academic,Accommodation,Completed
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Outreach,Little France,Potterow,,,12/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,Easter Bush,Potterow,,Home,12/02/2013 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Visit,,Potterow,,,12/02/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,,,12/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Email,GS Student,Potterow,UG,Int'l,13/02/2013 08:57:00,,Uni Info;Consumer;,Academic other;,,FALSE
Existing,Email,GS Student,Potterow,UG,EU,13/02/2013 00:00:00,,,Academic other;,,FALSE
Existing,Email,Easter Bush,Potterow,UG,Home,13/02/2013 09:22:35,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,,13/02/2013 11:02:29,,,,Accom;,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,,,Council Tax;,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,Home,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,Health;,,,FALSE
Existing,Email,Staff,Potterow,,,13/02/2013 00:00:00,,,Academic other;,,FALSE
New,Visit,KB Student,Kings Buildings,UG,Home,13/02/2013 11:06:05,,C Card;,,,TRUE
Existing,Visit,KB Student,Kings Buildings,UG,EU,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,Employment;,,,TRUE
Existing,Visit,,Potterow,UG,Home,13/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Letter,,Potterow,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Letter,,Potterow,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Letter,,Potterow,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,13/02/2013 00:00:00,Funding;,,,,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,,,Council Tax;,TRUE
New,Visit,,Potterow,,Home,13/02/2013 12:18:14,,,Special Circumstances;,,FALSE
Existing,Visit,,Potterow,,,13/02/2013 00:00:00,,C Card;,,,FALSE
New,Email,KB Student,Potterow,UG,,13/02/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,Research,Int'l,13/02/2013 00:00:00,Discretionary Fund;Small Loans;Debt;,,,Accom;,TRUE
New,Visit,,Potterow,UG,Home,13/02/2013 00:00:00,,,,Accom;Tenancy;,FALSE
New,Visit,,Potterow,UG,Home,13/02/2013 00:00:00,,,,Accom;Tenancy;,FALSE
New,Visit,,Potterow,UG,Home,13/02/2013 00:00:00,,,,Accom;Tenancy;,FALSE
Existing,Visit,KB Student,Kings Buildings,,Int'l,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,Uni Info;Complaints;,,,TRUE
New,Visit,KB Student,Kings Buildings,Research,Int'l,13/02/2013 00:00:00,Funding;,,,,FALSE
Existing,Visit,,Kings Buildings,UG,Home,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Phone,Parent/guardian of student ,Potterow,,Int'l,13/02/2013 13:47:27,,,,Accom;,TRUE
New,Visit,GS Student,Potterow,UG,Home,13/02/2013 13:56:24,Benefits;Funding;,,,,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,GS Student,Potterow,UG,Home,13/02/2013 00:00:00,Discretionary Fund;,Complaints;,,Accom;,FALSE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,,,13/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,GS Student,Potterow,UG,Home,13/02/2013 00:00:00,Discretionary Fund;Small Loans;,,,,TRUE
Existing,Phone,GS Student,Potterow,UG,Home,13/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,Discretionary Fund;Funding;,,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,Discretionary Fund;Funding;,,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,Uni Info;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,Uni Info;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,Uni Info;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,,Holyrood,,,13/02/2013 00:00:00,,C Card;,,,TRUE
New,Email,,Potterow,UG,Home,13/02/2013 14:57:44,Discretionary Fund;,,,,TRUE
New,Visit,GS Student,Potterow,PG Taught,Home,13/02/2013 14:56:37,,,Complaint (Academic) ;,,FALSE
New,Email,,Potterow,UG,EU,13/02/2013 00:00:00,,,,Accom;,TRUE
New,Text,,Potterow,,Home,13/02/2013 00:00:00,,Uni Info;,,,TRUE
New,Phone,ECA,Potterow,UG,Home,13/02/2013 00:00:00,,Uni Info;,,,TRUE
New,Visit,Easter Bush,Potterow,UG,Home,13/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Phone,prospective student ,Potterow,,Other,13/02/2013 00:00:00,,Uni Info;,,,FALSE
Existing,Visit,GS Student,Potterow,PG Taught,Int'l,13/02/2013 00:00:00,,,Misconduct;,,FALSE
Existing,Visit,GS Student,Potterow,UG,Home,13/02/2013 16:22:30,Discretionary Fund;Small Loans;,,,,TRUE
New,Email,GS Student,Potterow,UG,Home,13/02/2013 00:00:00,,,Misconduct;,,FALSE
Existing,Email,Staff,Potterow,,,13/02/2013 00:00:00,,,Academic other;,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,13/02/2013 00:00:00,,,Misconduct;,,FALSE
Existing,Email,KB Student,Potterow,UG,Home,13/02/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,KB Student,Potterow,UG,Home,13/02/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Visit,GS Student,Potterow,UG,Home,13/02/2013 00:00:00,,Legal;,,Accom;Tenancy;,TRUE
Existing,Email,KB Student,Potterow,UG,Home,14/02/2013 08:59:40,,,Complaint (Academic) ;,,FALSE
Existing,Email,KB Student,Potterow,UG,Home,14/02/2013 09:30:32,,,Academic Appeal;,,FALSE
Existing,Email,Staff,Potterow,,,14/02/2013 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,14/02/2013 10:12:13,,,Misconduct;,,FALSE
New,Visit,,Potterow,PG Taught,Home,14/02/2013 10:24:08,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Phone,,Potterow,UG,Int'l,14/02/2013 00:00:00,,City Info;Health;,,,TRUE
Existing,Phone,Staff,Kings Buildings,,,14/02/2013 10:56:51,,,Academic other;,,FALSE
Existing,Visit,,Kings Buildings,,,14/02/2013 00:00:00,,C Card;,,,FALSE
Existing,Email,KB Student,Kings Buildings,UG,Home,14/02/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,Home,14/02/2013 12:16:27,,Health;,,,TRUE
Existing,Email,GS Student,Potterow,UG,Home,14/02/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Email,,Potterow,,Int'l,14/02/2013 00:00:00,,Health;Consumer;,,,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,Discretionary Fund;SAAS/SFE;Debt;,Banks;,,,TRUE
New,Phone,,Potterow,,,14/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Phone,Staff,Kings Buildings,,,14/02/2013 00:00:00,,,Academic other;,,FALSE
Existing,Text,,Potterow,,,14/02/2013 00:00:00,,Uni Info;,,,TRUE
New,Visit,H'Rood Student,Potterow,UG,Home,14/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,,,14/02/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,Health;,,,TRUE
New,Visit,KB Student,Kings Buildings,UG,EU,14/02/2013 00:00:00,Discretionary Fund;Small Loans;,Health;Personal;,Special Circumstances;,,FALSE
New,Email,,Potterow,UG,Int'l,14/02/2013 00:00:00,,,,Council Tax;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 13:00:55,,C Card;,,,TRUE
Existing,Email,GS Student,Kings Buildings,Research,EU,14/02/2013 00:00:00,Discretionary Fund;,,Complaint (Academic) ;,,FALSE
New,Visit,,Kings Buildings,,,14/02/2013 00:00:00,,Uni Info;,,,FALSE
New,Visit,,Potterow,UG,EU,14/02/2013 13:49:37,,Uni Info;EUSA/TAP info ;,,,TRUE
Existing,Email,KB Student,Kings Buildings,UG,Home,14/02/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,Home,14/02/2013 14:13:40,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,,,14/02/2013 14:52:59,Funding;,,,,TRUE
New,Visit,,Potterow,,Int'l,14/02/2013 00:00:00,,,,Council Tax;,TRUE
New,Visit,,Potterow,,Int'l,14/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,,,14/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 15:00:43,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Int'l,14/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,,EU,14/02/2013 00:00:00,,City Info;,,,TRUE
New,Visit,,Potterow,,,14/02/2013 00:00:00,SAAS/SFE;,,,,TRUE
New,Visit,,Potterow,UG,EU,14/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Visit,,Potterow,,Home,14/02/2013 00:00:00,,,,Accom;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,Legal;,,Accom;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,Legal;,,Accom;Tenancy;,TRUE
Existing,Visit,,Potterow,,,14/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,14/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,14/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,KB Student,Potterow,UG,Home,14/02/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Phone,,Potterow,UG,Home,14/02/2013 16:30:24,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,EU,14/02/2013 00:00:00,,Uni Info;,,,TRUE
Existing,Visit,,Potterow,UG,Home,14/02/2013 00:00:00,,C Card;,,,TRUE
New,Email,,Potterow,UG,EU,14/02/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Email,GS Student,Potterow,UG,Home,14/02/2013 00:00:00,,Complaints;Harrassment;,,,TRUE
Existing,Email,KB Student,Potterow,UG,Home,15/02/2013 10:27:17,,,Academic Appeal;,,FALSE
Existing,Visit,,Potterow,UG,Home,15/02/2013 10:34:22,Discretionary Fund;,,,,TRUE
New,Visit,KB Student,Potterow,Research,Int'l,15/02/2013 10:34:46,,Uni Info;Health;Personal;,,,TRUE
New,Email,,Potterow,PG Taught,EU,15/02/2013 00:00:00,,Complaints;Personal;,,,TRUE
New,Text,,Potterow,UG,Home,15/02/2013 00:00:00,SAAS/SFE;Funding;,,,,TRUE
New,Email,,Potterow,PG Taught,EU,15/02/2013 00:00:00,,Complaints;,,,TRUE
New,Phone,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Council Tax;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
New,Email,,Potterow,UG,EU,15/02/2013 11:29:05,Late Awards;,,,,TRUE
New,Phone,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Council Tax;,TRUE
New,Visit,GS Student,Potterow,UG,Home,15/02/2013 11:47:39,,,Academic other;,,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Phone,Staff,Potterow,,,15/02/2013 08:51:56,,Health;,Interruption of Studies;,,FALSE
New,Visit,,Potterow,,,15/02/2013 12:09:29,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,,Home,15/02/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,UG,EU,15/02/2013 00:00:00,,,,Accom;,FALSE
New,Visit,,Potterow,UG,EU,15/02/2013 11:28:52,,Consumer;,,,FALSE
New,Visit,,Potterow,,EU,15/02/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Phone,,Potterow,UG,Home,15/02/2013 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Email,GS Student,Potterow,Research,Int'l,15/02/2013 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,15/02/2013 00:00:00,,,Academic Appeal;,,FALSE
New,,,Potterow,,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
New,,,Potterow,,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
New,,,Potterow,,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,PG Taught,Int'l,15/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,UG,,15/02/2013 00:00:00,,Health;,,,TRUE
New,Email,,Potterow,,Home,15/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,UG,,15/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,UG,,15/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,UG,,15/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,UG,,15/02/2013 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Council Tax;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Council Tax;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Council Tax;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Council Tax;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 14:51:18,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,Home,15/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Visit,GS Student,Potterow,UG,Home,15/02/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,GS Student,Potterow,PG Taught,Int'l,15/02/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,,Potterow,PG Taught,Int'l,15/02/2013 00:00:00,,C Card;Immigration;,,,TRUE
New,Visit,,Potterow,PG Taught,Int'l,15/02/2013 15:41:09,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,,,15/02/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,UG,Home,15/02/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,prospective student ,Potterow,,Int'l,15/02/2013 00:00:00,,Uni Info;City Info;,,,TRUE
New,Visit,prospective student ,Potterow,,Int'l,15/02/2013 00:00:00,,Uni Info;City Info;,,,TRUE
Existing,Visit,,Potterow,,,15/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,15/02/2013 00:00:00,,C Card;,,,TRUE
Existing,Email,GS Student,Potterow,UG,Home,18/02/2013 09:45:12,,,Academic Appeal;,,FALSE
Existing,Phone,ECA,Potterow,UG,Home,18/02/2013 00:00:00,,,Interruption of Studies;,,FALSE
New,Visit,,Potterow,,EU,18/02/2013 09:58:58,,Health;,,,TRUE
New,Visit,,Potterow,,Int'l,18/02/2013 00:00:00,,Health;,,,TRUE
Existing,Visit,GS Student,Potterow,PG Taught,EU,18/02/2013 08:47:08,,,Misconduct;,,FALSE
New,Phone,,Potterow,,EU,18/02/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Email,Easter Bush,Potterow,UG,Home,18/02/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Phone,,Potterow,,Int'l,18/02/2013 00:00:00,,Uni Info;,,,TRUE
New,Email,,Potterow,UG,,18/02/2013 00:00:00,,,Academic other;,,FALSE
New,Visit,prospective student ,Potterow,UG,EU,18/02/2013 10:13:29,,Uni Info;,,,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,ECA,Potterow,,,15/02/2013 00:00:00,,,,Tenancy;,TRUE
